Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,SILVA138_updated_classification,Name,Ecologically_relevant_classification,Ecologically_relevant_classification_aggregated,Ecologically_relevant_classification_aggregated_notes
1224,OTU1224,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673241.1.1522,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
410,OTU410,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673270.1.1522,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
713,OTU713,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673390.1.1528,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
944,OTU944,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673691.1.1522,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
836,OTU836,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673734.1.1524,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1481,OTU1481,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673737.1.1489,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1158,OTU1158,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673826.1.1508,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
356,OTU356,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673841.1.1523,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
734,OTU734,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673846.1.1521,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
796,OTU796,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674035.1.1522,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
607,OTU607,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674105.1.1523,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
372,OTU372,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674329.1.1524,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
135,OTU135,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674365.1.1523,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1008,OTU1008,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674572.1.1522,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
552,OTU552,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674579.1.1521,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1217,OTU1217,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JN018915.1.1419,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
488,OTU488,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678385.1.1530,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
940,OTU940,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678431.1.1528,Bacteria;Marinimicrobia (SAR406 clade);,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
213,OTU213,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672889.1.1533,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
437,OTU437,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673078.1.1511,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
596,OTU596,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ375276.1.1509,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
690,OTU690,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672405.1.1502,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
955,OTU955,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ351150.1.1514,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1388,OTU1388,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673022.1.1510,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1004,OTU1004,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672574.1.1497,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1391,OTU1391,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674118.1.1512,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
1110,OTU1110,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672859.1.1508,,f_SAR406 clade(Marine group A),Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),
138,OTU138,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,DQ156479.1.1258,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
321,OTU321,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,DQ156480.1.1271,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
879,OTU879,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,DQ156481.1.1248,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
2790,OTU2790,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,EU650260.1.1318,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
310,OTU310,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,EU686628.16674.18140,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
1060,OTU1060,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,EU686636.3067.4530,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
1117,OTU1117,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,JQ222041.1.915,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
1842,OTU1842,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,JQ222279.1.913,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group III;,f_Marine Group III,MGIII Archaea,MGIII Archaea,
953,OTU953,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,,EF574964.1.1522,Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;,f_uncultured,Myxococcaceae,Myxococcaceae,
857,OTU857,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,FJ497517.1.1437,Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga;,g_Methylophaga,Methylophaga (Nitrosococcales),Nitrosococcales,
381,OTU381,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,uncultured,EU919781.1.1500,Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;uncultured;,g_uncultured,Methylophagaceae (Nitrosococcales),Nitrosococcales,
2033,OTU2033,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Candidatus Branchiomonas,JQ062722.1.1500,,g_Candidatus Branchiomonas,Candidatus Branchiomonas (Nitrosomonadales),Nitrosomonadales,
2958,OTU2958,Archaea,Thaumarchaeota,Marine Group I,,,,AF121999.1.911,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;,c_Marine Group I,Nitrosopelagicus,Nitrosopumilus,
1599,OTU1599,Archaea,Thaumarchaeota,Marine Group I,,,,EF597697.1.952,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;,c_Marine Group I,Nitrosopelagicus,Nitrosopumilus,
3013,OTU3013,Archaea,Thaumarchaeota,Marine Group I,,,,HQ529855.1.916,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;,c_Marine Group I,Nitrosopelagicus,Nitrosopumilus,
2724,OTU2724,Archaea,Thaumarchaeota,Marine Group I,,,,HQ529887.1.906,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;,c_Marine Group I,Nitrosopelagicus,Nitrosopumilus,
77,OTU77,Archaea,Thaumarchaeota,Marine Group I,,,,JQ224996.1.1347,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;,c_Marine Group I,Nitrosopelagicus,Nitrosopumilus,
15,OTU15,Archaea,Thaumarchaeota,Marine Group I,,,,U40238.31654.33126,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;,c_Marine Group I,Nitrosopelagicus,Nitrosopumilus,
465,OTU465,Archaea,Thaumarchaeota,Marine Group I,,,,U71109.1.1350,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopelagicus;,c_Marine Group I,Nitrosopelagicus,Nitrosopumilus,
635,OTU635,Archaea,Thaumarchaeota,Marine Group I,,,,AB193958.1.1441,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1530,OTU1530,Archaea,Thaumarchaeota,Marine Group I,,,,AB193960.1.1440,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
87,OTU87,Archaea,Thaumarchaeota,Marine Group I,,,,AB193965.1.1440,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
422,OTU422,Archaea,Thaumarchaeota,Marine Group I,,,,AB193967.1.1440,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
998,OTU998,Archaea,Thaumarchaeota,Marine Group I,,,,AB193984.1.1441,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
956,OTU956,Archaea,Thaumarchaeota,Marine Group I,,,,AB193988.1.1441,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
560,OTU560,Archaea,Thaumarchaeota,Marine Group I,,,,AB193999.1.1440,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
222,OTU222,Archaea,Thaumarchaeota,Marine Group I,,,,AB194003.1.1440,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
142,OTU142,Archaea,Thaumarchaeota,Marine Group I,,,,AB461943.1.1310,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
696,OTU696,Archaea,Thaumarchaeota,Marine Group I,,,,AF121987.1.935,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
884,OTU884,Archaea,Thaumarchaeota,Marine Group I,,,,AY627439.1.1193,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
989,OTU989,Archaea,Thaumarchaeota,Marine Group I,,,,EF597695.1.942,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
553,OTU553,Archaea,Thaumarchaeota,Marine Group I,,,,EU686615.30301.31771,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
33,OTU33,Archaea,Thaumarchaeota,Marine Group I,,,,EU686623.12708.14181,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
974,OTU974,Archaea,Thaumarchaeota,Marine Group I,,,,FJ002876.1.1276,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
750,OTU750,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150810.1.1353,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
212,OTU212,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150819.1.1297,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
628,OTU628,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150820.1.1353,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
247,OTU247,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150822.1.1353,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
234,OTU234,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150824.1.1353,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1194,OTU1194,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150834.1.1353,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
58,OTU58,Archaea,Thaumarchaeota,Marine Group I,,,,GU234305.1.1334,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
929,OTU929,Archaea,Thaumarchaeota,Marine Group I,,,,HM103738.1.947,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1308,OTU1308,Archaea,Thaumarchaeota,Marine Group I,,,,HQ267240.1.915,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1068,OTU1068,Archaea,Thaumarchaeota,Marine Group I,,,,JF268338.1.1346,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1200,OTU1200,Archaea,Thaumarchaeota,Marine Group I,,,,JN563792.1.917,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1208,OTU1208,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220648.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
543,OTU543,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220924.1.916,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1745,OTU1745,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221004.1.915,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
564,OTU564,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221123.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1019,OTU1019,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221251.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1212,OTU1212,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221386.1.913,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
585,OTU585,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221717.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1082,OTU1082,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221803.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
541,OTU541,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222055.1.909,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
804,OTU804,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222294.1.913,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
732,OTU732,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222467.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1104,OTU1104,Archaea,Thaumarchaeota,Marine Group I,,,,JX870189.1.913,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Marine Group I,Nitrosopumilaceae,Nitrosopumilus,
1378,OTU1378,Archaea,Thaumarchaeota,Sc-EA05,,,,AB193991.1.1443,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;,c_Sc-EA05,Nitrosopumilaceae,Nitrosopumilus,
2078,OTU2078,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,FJ487498.1.1367,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,g_Candidatus Nitrosopumilus,Nitrosopumilus,Nitrosopumilus,
2442,OTU2442,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,GU553802.1.1446,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,g_Candidatus Nitrosopumilus,Nitrosopumilus,Nitrosopumilus,
2771,OTU2771,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,JQ225391.1.1340,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,g_Candidatus Nitrosopumilus,Nitrosopumilus,Nitrosopumilus,
190,OTU190,Archaea,Thaumarchaeota,Marine Group I,,,,AJXC01000443.5756.7214,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,c_Marine Group I,Nitrosopumilus,Nitrosopumilus,
526,OTU526,Archaea,Thaumarchaeota,Marine Group I,,,,GU234599.1.1319,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,c_Marine Group I,Nitrosopumilus,Nitrosopumilus,
193,OTU193,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220558.1.915,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,c_Marine Group I,Nitrosopumilus,Nitrosopumilus,
753,OTU753,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220653.1.915,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,c_Marine Group I,Nitrosopumilus,Nitrosopumilus,
264,OTU264,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221732.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,c_Marine Group I,Nitrosopumilus,Nitrosopumilus,
2657,OTU2657,Archaea,Thaumarchaeota,Marine Group I,,,,JQ224467.1.1339,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,c_Marine Group I,Nitrosopumilus,Nitrosopumilus,
1987,OTU1987,Archaea,Thaumarchaeota,Marine Group I,,,,JQ227409.1.1285,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,c_Marine Group I,Nitrosopumilus,Nitrosopumilus,
1120,OTU1120,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,AF355042.1.1473,Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB;,g_Nitrospina,Nitrospina,Nitrospinota,
314,OTU314,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,GQ349960.1.1356,Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB;,g_Nitrospina,Nitrospina,Nitrospinota,
952,OTU952,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,DQ009478.1.1823,Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,g_Nitrospina,Nitrospina,Nitrospinota,
926,OTU926,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,GQ351233.1.1485,Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,g_Nitrospina,Nitrospina,Nitrospinota,
1435,OTU1435,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,HQ672600.1.1485,Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,g_Nitrospina,Nitrospina,Nitrospinota,
1284,OTU1284,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,HQ672643.1.1480,Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;,g_Nitrospina,Nitrospina,Nitrospinota,
1251,OTU1251,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,JN860396.1.1488,Bacteria;Nitrospinota;P9X2b3D02;,g_Nitrospina,Nitrospinota,Nitrospinota,
1169,OTU1169,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,FJ745009.1.1372,,g_Leptospirillum,Leptospirillum (Nitrospirales),Nitrospirales,
1467,OTU1467,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,AB053126.1.1535,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae1;Alcanivorax;,g_Alcanivorax,Alcanivorax (Oceanospirillales),Oceanospirillales,
1533,OTU1533,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,GQ153640.1.1499,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae1;Alcanivorax;,g_Alcanivorax,Alcanivorax (Oceanospirillales),Oceanospirillales,
1381,OTU1381,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,AM180749.1.1518,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Cobetia;,g_Cobetia,Cobetia (Oceanospirillales),Oceanospirillales,
